LOCATION,LATITUDE,LONGITUDE,FIPS,AREA,IRRIGATION,TEMP_01,TEMP_02,TEMP_03,TEMP_04,TEMP_05,TEMP_06,TEMP_07,TEMP_08,TEMP_09,TEMP_10,TEMP_11,TEMP_12,TEMP_13,TEMP_14,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,PREC_06,PREC_07,PREC_08,PREC_09,PREC_10,PREC_11,PREC_12,PREC_13,PREC_14,RAD_01,RAD_02,RAD_03,RAD_04,RAD_05,RAD_06,RAD_07,RAD_08,RAD_09,RAD_10,RAD_11,RAD_12,RAD_13,RAD_14,RAD_13,RAD_14,CEC,PH,ORGANIC MATTER ,CLAY,SILT_TOP,SAND_TOP,AWC_100CM
4501,39.61097,-75.39198,34033,4802.5,2352.601418,3813.4,3936.3,3642.8,3827.1,3860.5,3839.2,3780.9,3813.3,3708.3,4047.8,3917.9,3861.9,3658.3,3649.4,3852.3,371.7,488,778.1,586.6,465.5,573.3,387.7,670.6,872.6,471.1,745.4,545.9,723.9,484.2,479.4,1110616,1118345,973423,1030837,1091053,1094156,1136127,1052984,964300,1100437,1031840,1070288,1071220,1091680,16.448016,5.24449,7.353585,13.377498,47.019476,39.525702,20.002976
4503,38.992264,-76.143491,24035,2329.9,872.796547,3785.1,3961.6,3653.2,3842.6,3864.8,3842.5,3808,3826.2,3745.7,4113.7,4006.5,3920.1,3702.3,3737.8,3960.6,420.9,460.9,800.2,601.4,470.9,600.3,360.4,656,865.8,479.2,799.9,567,752.3,466,471.3,1104262,1115668,967285,1017703,1081208,1092620,1137801,1088190,1003816,1125843,1067502,1106452,1083053,1117816,14.713976,5.174819,7.175737,11.376374,45.319878,43.055411,18.938498
4504,39.362128,-75.836019,24015,2336.7,900.479957,3839.5,3961.8,3665.6,3847.9,3885.9,3856,3811.8,3795.2,3688.4,3980.1,3864.6,3832.2,3610.2,3622.6,3844.2,411.8,517.9,828.3,621.5,503.9,617.8,414,693.8,846.2,486.4,712,526.7,653.6,493,514.8,1101368,1107177,958888,1016814,1082850,1081946,1130107,1053832,970683,1098559,1027442,1069374,1067801,1094285,17.459655,5.267529,7.178402,13.020716,48.955889,38.091192,20.103433
5210,37.88951,-89.83043,17157,3739.8,73.342896,4038.2,4131.5,3892.6,3864.8,4076.1,4021.9,4153.3,3960.8,3969.1,4385.2,4167.5,4352.7,3933.9,3917.7,4015.7,542.8,540,468.6,407.3,343.6,410.5,258.8,673.1,683.5,488,774.9,388.9,531.8,559.5,741.6,1131775,1104722,1123049,1112383,1147852,1139963,1169997,1087545,1067985,1122280,1112934,1155549,1061590,1115782,19.181517,5.803161,4.650474,20.106455,62.624761,17.167328,23.519938
5220,37.147997,-89.780363,29207,9736.4,10090.70575,4211.9,4191,4057.5,4049.1,4220.1,4221,4352.1,4189,4123.6,4547.5,4328.3,4507.7,3999.8,4031.6,4121.5,493,743.7,528.9,411.4,440.9,396.5,271.3,620.3,788.2,541.7,795,396.7,706.8,521.4,630.2,1134537,1074121,1122049,1107905,1152955,1152389,1173668,1086713,1053388,1111442,1109108,1161432,1070630,1102711,18.224392,5.964569,4.880537,20.614945,55.379413,24.001085,22.750217
5240,35.789506,-90.535658,5031,7138.2,15068.23326,4342,4288.1,4182.8,4161.2,4400.9,4434.1,4456.4,4351.8,4288.2,4730.6,4530.2,4620.1,4188,4195.3,4361.8,490.8,744.3,562.7,449.5,424.5,358.5,369.3,617.8,856.2,476.6,717.6,380.3,738.6,665.3,550.7,1133186,1061782,1121372,1105060,1162391,1166579,1161803,1086631,1063204,1122028,1142360,1163163,1088825,1112485,15.023582,6.103371,4.16295,16.251374,42.369792,41.500289,20.284266
5340,37.74147,-88.2199,17059,3597.7,1769.231583,4096,4191.5,3930.5,3972,4112.8,4005.4,4209.1,4068.3,3993.6,4424.2,4192.5,4322.8,3904,3925.7,4040,589.7,744.3,597.7,458.9,478.7,528.7,287.2,546.5,694.2,504.4,885.2,373.4,587.7,497.2,709.1,1119353,1077064,1108471,1098045,1116504,1120730,1170987,1105434,1043028,1119340,1092730,1157357,1056117,1109931,16.93145,5.923573,4.91477,19.293912,61.731056,18.932691,22.72258
5410,37.7327,-87.18486,21059,6110.4,341.723997,4057.8,4162.6,3891.8,3949.1,4089.5,3971.8,4187.6,4072.6,3981.7,4439.2,4133,4231.4,3879.7,3933.9,4055.5,628.3,821.8,674.9,538,524.9,549.4,314.9,588.2,758.6,565,979.3,449.4,657.9,528.2,701.1,1103994,1059215,1084261,1076934,1098524,1107148,1164699,1103603,1017711,1121910,1076843,1149309,1048094,1102341,16.712167,5.837854,4.958798,17.089193,57.426577,25.463903,21.84388
6510,35.6521,-76.5535,37095,4878.8,603.696746,4066.9,4214.5,4058.5,4191.6,4112.4,4092.7,4114.4,4163.5,4147.6,4404.9,4305.2,4084.2,3955.4,4071.8,4188.3,587.5,553.5,1029.7,728.8,753.5,736,426.6,750.4,780.9,642.1,755.2,764.4,723.2,740.8,726.3,1119322,1131365,1053406,1092506,1104364,1164444,1196729,1034136,1006414,1095700,1085140,1048570,1032294,1053288,27.879051,5.277074,12.225963,19.396447,40.531891,40.059025,23.972948
6530,35.2624,-77.8174,37107,2868.7,489.568647,4147.1,4288.3,4144.9,4277.3,4232.4,4194.1,4259.9,4224.2,4215.4,4502.7,4403.1,4186.9,4030.9,4192.8,4242.7,689.1,684.2,1074.7,848.9,797.3,774.2,501.2,660.1,746.5,728.8,640.3,704.3,755,697.3,742.6,1068769,1069624,993818,1029043,1043867,1121239,1154785,1062943,1028582,1108575,1093283,1040903,1034525,1077398,14.394748,5.245334,5.58776,15.159722,40.64171,44.129557,20.141168
6550,36.2642,-76.2517,37139,6018.4,300.925987,3951.9,4102.8,3875.7,4053.2,3959,3981.9,3981,4096.9,4107.2,4336.8,4274.7,4083,3948.7,4026.4,4167.2,458.4,398.5,862,603.7,579.4,640.9,304.2,612.3,703.6,574.9,746.2,618.6,620.8,761.5,708.8,1130000,1149802,1062641,1104483,1119823,1171308,1205131,1057835,1025526,1112839,1100547,1069212,1055486,1066473,20.756655,5.254557,8.44685,16.555845,41.41059,41.942057,21.56428
